1stFlrSF,3SsnPorch,BldgType,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFullBath,BsmtHalfBath,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenQual,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MasVnrArea,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Sale Price
1072,0,4,1,459,0,2,1,0,2,1,2,2,0,0,3,0,2,1,6,525,2,2,5,2,2005.0,1072,0,0,7,3,0,3675,4,35.0,3,41,0,5,7,28,4,6,2,0,1,1,4,0,1,5,547,0,2005,2005,2,11.904974309480183
1976,0,0,1,1350,0,2,1,0,0,1,2,2,0,0,0,1,2,2,6,908,3,2,5,1,2006.0,1976,0,0,2,2,0,14977,4,110.0,0,201,0,6,16,63,4,8,2,0,1,1,5,0,1,7,1976,250,2006,2007,1,12.994532278619134
1652,0,4,0,1196,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,499,2,2,5,1,2000.0,1652,0,0,2,0,0,5330,4,41.0,3,0,0,7,22,48,4,8,2,0,1,1,4,0,1,6,1494,96,2000,2000,1,12.433212202169729
970,0,0,3,630,0,2,1,0,4,1,2,2,0,0,3,0,1,1,6,624,2,3,5,5,1996.0,970,0,4,2,3,0,8480,0,80.0,3,0,0,6,19,24,5,5,2,0,1,3,4,192,1,5,970,0,1963,1963,1,11.794345471549745
1493,0,0,1,994,0,2,1,0,2,1,2,2,0,0,5,1,2,2,6,508,2,0,5,1,1997.0,1493,0,0,2,2,1,13125,4,75.0,3,140,0,3,5,39,4,6,2,0,1,1,4,0,1,7,1478,140,1997,1998,2,12.249615734512616
2069,0,0,0,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,694,3,0,5,3,2006.0,2643,1,0,5,0,0,13693,4,105.0,3,310,0,2,16,84,4,9,2,0,1,3,4,0,1,9,2153,414,2006,2006,1,12.847929163278053
1718,0,0,1,1288,0,2,1,0,0,1,2,2,0,0,2,1,2,2,6,826,3,2,5,1,2007.0,1718,0,0,2,2,0,10637,4,79.0,3,214,0,8,5,44,4,8,2,0,1,3,4,0,1,7,1705,208,2007,2008,3,12.601490784782536
1131,0,0,3,168,0,5,0,0,1,1,2,2,0,0,3,0,0,1,6,672,2,3,5,5,1995.0,1131,0,4,2,3,0,5925,4,50.0,3,252,0,2,17,72,6,4,2,0,1,3,2,0,1,7,907,0,1937,2000,1,11.401681006153428
1850,0,0,1,1261,0,2,1,0,0,1,2,2,0,0,2,1,2,2,6,772,3,0,5,1,2004.0,1850,0,0,2,2,0,16033,2,98.0,0,233,0,2,16,112,4,9,2,0,1,3,4,0,1,8,1833,519,2004,2005,0,12.694655727828803
1792,0,0,1,1567,0,2,1,0,0,1,2,2,0,0,2,1,2,2,6,874,3,0,5,1,2003.0,1792,0,0,2,0,0,11846,4,72.0,0,280,0,7,16,49,4,9,2,0,1,3,4,0,1,6,1792,206,2003,2004,0,12.832013750189885
916,0,0,3,299,0,0,1,0,4,1,2,2,0,0,2,1,2,1,3,164,1,3,1,1,1915.0,1826,1,0,5,0,0,2500,0,50.0,3,0,0,5,17,0,7,7,2,0,1,1,4,0,1,7,910,0,1915,2005,3,11.951186847493476
1216,0,3,3,897,0,2,1,0,0,1,2,2,0,0,3,0,2,2,6,402,2,3,5,1,1998.0,1216,0,0,2,3,0,4500,2,32.0,3,70,0,4,11,125,4,6,2,0,1,3,4,0,1,5,1216,0,1998,1998,0,12.00762780434872
999,0,0,3,588,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,264,1,3,5,5,1963.0,999,0,2,2,2,0,7758,0,71.0,0,0,0,2,19,132,6,5,2,0,1,1,4,0,1,6,999,0,1962,2001,1,11.794345471549745
1113,0,0,3,607,0,0,0,0,4,1,2,2,0,120,2,1,1,1,6,264,1,3,5,1,1950.0,1113,0,2,2,2,0,9600,4,80.0,3,0,0,6,12,80,6,5,2,0,1,1,4,0,1,5,1113,0,1950,2007,3,11.898194668458823
1073,0,0,3,836,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,515,2,2,5,1,1965.0,1073,1,4,2,3,0,10289,4,79.0,3,110,0,5,12,0,6,5,2,0,1,3,4,0,1,6,1073,0,1965,1965,1,11.957617696467539
1484,0,0,0,998,0,0,0,0,2,1,2,2,0,0,5,1,1,2,6,487,2,3,5,1,1971.0,1484,0,2,2,3,0,12243,4,70.0,0,0,0,1,14,0,5,5,2,0,1,1,4,180,1,7,1484,224,1971,1971,1,12.07254696717504
1766,0,1,3,664,0,1,0,0,4,0,2,2,0,0,2,1,1,2,4,520,2,3,5,1,1970.0,2414,0,4,0,3,0,10800,0,60.0,3,0,0,4,17,0,3,5,0,0,1,1,4,0,1,10,954,142,1900,1970,0,11.982935344196433
630,0,3,0,515,0,2,1,0,2,1,2,2,0,0,3,0,1,1,6,286,1,3,5,1,1970.0,630,0,4,6,2,0,1526,4,21.0,3,0,0,4,10,0,7,4,2,0,1,1,4,0,1,3,630,0,1970,2002,3,11.362114203075018
616,0,4,2,0,0,6,0,0,2,1,2,2,0,0,2,1,2,1,6,336,1,0,5,3,1976.0,1304,1,4,5,3,0,2665,4,21.0,3,0,0,5,10,24,5,5,2,0,1,1,4,0,1,4,264,141,1976,1976,2,11.652696102959753
958,0,0,3,403,165,1,1,0,4,1,0,2,0,32,5,2,1,1,6,240,1,3,5,1,1941.0,1578,0,4,0,1,0,9490,4,79.0,3,0,0,7,12,0,6,6,2,0,1,1,4,0,1,5,806,0,1941,1950,0,11.798111925972618
728,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,429,2,2,5,1,2006.0,1456,1,2,5,3,0,15578,0,105.0,0,0,0,4,8,0,4,6,2,0,1,1,5,0,1,8,728,0,2006,2006,0,12.059809113551397
1269,0,0,3,374,532,1,0,0,4,1,2,2,0,0,1,1,1,1,6,308,1,3,5,5,1964.0,1269,1,4,2,3,0,7931,4,70.0,3,0,0,5,12,0,5,5,2,0,1,1,4,0,1,6,1269,0,1960,1960,2,11.951186847493476
886,0,0,3,0,0,6,0,0,1,1,0,2,0,80,3,0,0,1,6,273,1,3,5,1,1938.0,886,0,2,2,3,0,5784,4,50.0,3,0,0,11,17,20,7,5,2,0,1,1,4,0,1,4,190,144,1938,1996,3,11.421917019425596
720,0,0,3,495,0,5,0,0,4,0,2,2,0,115,3,0,1,1,6,0,0,1,3,6,0.0,720,0,4,2,3,0,7879,4,60.0,3,0,0,10,9,523,4,4,0,0,1,1,0,0,1,4,720,0,1920,1950,3,10.460270761075149
3228,0,0,3,1231,0,2,1,0,2,1,2,2,0,291,2,1,2,3,6,546,2,2,5,1,1992.0,3228,0,0,2,2,0,12692,4,91.0,0,0,0,4,15,75,4,8,2,0,1,3,4,0,1,10,3200,264,1992,1993,1,12.971542813248437
1133,0,0,3,329,0,5,1,0,4,1,2,2,0,0,3,0,2,2,6,240,1,3,5,5,1925.0,1820,0,0,0,3,0,9120,4,60.0,3,0,0,5,3,100,5,7,0,0,1,1,4,0,1,8,1026,0,1925,1950,2,12.122696471358964
899,0,0,3,450,0,0,0,0,4,1,2,2,0,0,3,0,2,1,6,288,1,0,5,1,1967.0,899,0,0,2,2,0,7800,4,65.0,3,48,0,5,19,0,6,5,2,0,1,3,4,0,1,5,864,64,1967,2004,3,11.775297421715827
912,0,0,3,111,279,1,0,1,4,1,2,2,0,0,3,0,1,1,6,297,1,0,5,1,1958.0,912,0,1,2,3,0,7535,4,70.0,0,0,480,5,12,285,6,5,2,0,1,1,4,0,1,5,912,12,1958,1985,1,11.695255355062795
672,0,3,3,356,0,1,0,0,4,1,2,2,0,0,3,0,1,1,6,264,1,3,5,5,1973.0,1218,1,4,5,3,0,1890,4,21.0,3,185,0,4,2,28,4,6,2,0,1,1,4,0,1,7,672,144,1973,1973,1,11.635151947212842
866,0,0,3,400,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,603,2,2,5,1,2005.0,1768,1,2,5,2,0,9803,4,75.0,3,0,0,1,21,108,4,7,2,0,1,1,4,0,1,7,866,0,2005,2005,2,12.331387247601905
1214,0,0,3,698,96,0,1,0,4,1,1,2,0,184,3,0,1,1,6,461,2,3,1,5,1965.0,1214,0,0,2,3,0,9170,0,70.0,3,0,400,3,7,0,6,5,2,0,1,3,4,0,1,6,1214,0,1965,1965,1,11.849404844423074
1801,0,0,3,1247,0,0,1,0,4,1,2,2,0,0,5,2,1,2,6,484,2,0,5,1,1959.0,1801,0,4,2,3,0,15602,4,100.0,0,0,0,2,6,54,7,7,2,0,1,1,4,161,1,6,1501,0,1959,1997,4,12.574185427296195
855,0,4,3,257,495,0,0,1,4,1,2,2,0,0,1,1,1,2,6,440,2,3,5,1,1974.0,1322,1,4,5,3,0,2308,4,24.0,3,0,0,5,13,0,4,6,2,0,1,1,4,0,1,6,855,260,1974,1974,3,11.898194668458823
960,0,2,3,0,0,6,0,0,4,1,0,2,0,0,3,0,1,2,6,400,2,3,5,5,1952.0,1960,0,2,5,3,0,7596,4,60.0,3,224,0,6,17,0,4,5,0,0,1,3,4,0,1,10,960,0,1952,1952,3,11.732069026983156
1065,0,0,3,380,0,2,0,0,2,1,2,2,0,0,5,1,2,2,6,471,2,2,5,1,1993.0,1911,1,0,5,2,0,9554,4,80.0,0,76,0,8,20,81,4,8,2,0,1,1,4,0,1,8,777,182,1993,1994,0,12.278397958261774
1218,0,0,3,27,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,676,2,0,5,1,2009.0,1218,0,0,2,2,0,7862,4,75.0,0,0,0,8,21,102,4,6,2,0,1,1,5,0,1,4,1218,0,2009,2009,3,12.246739428005663
689,0,0,3,141,0,5,0,0,4,1,2,2,0,116,2,1,0,2,6,360,2,3,5,5,1928.0,1378,0,0,5,2,0,9600,4,60.0,3,0,0,9,17,0,8,7,0,0,1,2,4,0,1,7,689,0,1928,2005,2,11.989165855127435
1041,0,0,3,991,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,270,1,2,5,1,1959.0,1041,0,0,2,3,0,9600,0,80.0,3,81,0,6,12,88,5,5,2,0,1,1,4,0,1,6,1041,224,1959,1959,3,11.732069026983156
1363,0,0,3,650,180,1,1,0,4,1,2,2,0,0,5,2,1,1,2,288,1,3,5,4,1951.0,1363,0,0,2,3,0,14559,4,75.0,3,36,2000,5,12,42,6,5,2,0,1,3,4,168,1,6,1008,324,1951,2000,3,12.013100572810686
1368,0,4,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,474,2,2,5,1,2005.0,1368,0,0,2,2,0,6792,4,40.0,0,51,0,2,16,35,4,7,2,0,1,1,5,0,1,6,1368,132,2005,2006,0,12.2193145828011
864,0,0,3,521,174,1,1,0,4,1,1,2,0,0,3,0,1,1,6,624,2,3,5,5,1964.0,864,0,4,2,3,0,9100,0,70.0,3,0,0,6,12,0,4,5,2,0,1,1,4,0,1,5,864,0,1958,1958,0,11.774527900858468
1080,0,0,3,336,0,0,0,0,4,1,2,2,0,158,3,0,2,1,6,484,2,3,5,1,1983.0,1080,1,4,2,3,0,9187,0,71.0,3,0,0,5,11,0,4,6,2,0,1,1,4,0,1,5,1084,120,1983,1983,1,11.80560254159177
789,0,0,3,0,0,6,0,0,4,0,2,2,0,112,3,0,0,1,6,200,1,3,4,5,1926.0,789,0,1,1,3,0,10594,4,55.0,3,0,0,5,6,0,4,5,2,0,1,1,4,0,1,5,768,0,1926,1950,1,11.477308649967686
2020,0,0,3,1436,0,2,1,0,0,1,2,2,0,0,2,1,1,2,6,900,3,0,5,1,2009.0,2020,1,0,2,0,0,12220,4,94.0,3,202,0,8,16,54,4,10,2,0,1,3,5,0,1,9,2006,156,2009,2009,3,12.90634935052389
1378,0,0,3,0,0,6,0,0,4,1,2,2,0,0,5,1,1,2,6,583,2,2,5,1,1972.0,2119,1,4,7,3,0,10448,0,80.0,0,212,0,7,14,104,5,6,2,0,1,1,0,0,1,7,689,0,1972,1972,3,11.970356641102999
1277,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,889,3,2,5,1,1996.0,2344,1,0,5,2,0,10208,4,79.0,0,317,0,6,15,0,4,7,2,0,1,1,4,0,1,7,1264,220,1996,1997,3,12.487488878546145
882,0,0,2,706,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,546,2,2,5,1,1998.0,1796,1,0,5,3,0,9531,1,70.0,0,0,0,4,5,36,4,6,2,0,1,1,4,0,1,7,794,0,1998,1998,1,12.259618151783465
1276,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,2,0,1,6,282,1,3,5,5,1926.0,2080,1,0,5,2,0,10918,4,53.0,3,0,0,5,6,0,8,7,2,0,1,2,4,145,1,9,1276,0,1926,2004,3,12.36308066783498
694,0,1,4,0,0,4,0,0,3,0,2,2,0,210,3,0,0,2,6,0,0,1,3,6,0.0,1294,0,4,5,3,0,10800,4,60.0,3,0,0,7,17,114,6,4,0,0,1,1,4,0,1,7,0,220,1900,2000,2,11.573559498507079
1244,0,0,3,777,0,5,0,0,4,1,1,2,0,0,2,2,1,1,6,336,1,3,5,1,1957.0,1244,1,0,2,3,0,11988,0,90.0,0,0,0,4,12,40,5,6,2,0,1,1,4,0,1,6,1244,0,1957,1957,1,11.918397239722838
1004,0,0,3,399,0,0,0,0,4,1,1,2,0,36,2,2,1,2,6,420,2,3,5,5,1950.0,1664,0,0,0,3,0,5000,0,50.0,3,0,0,9,3,24,6,6,2,0,1,1,4,0,1,7,1004,0,1947,1950,0,11.976665770490767
3138,0,0,1,2260,0,2,1,0,0,1,4,4,0,0,2,1,2,3,6,884,3,0,5,3,2007.0,4676,1,0,5,0,0,40094,4,130.0,0,307,0,9,7,406,4,10,2,0,1,3,5,0,1,11,3138,208,2007,2008,1,12.126764251515691
1383,0,0,3,719,0,2,1,0,2,1,2,2,0,0,5,1,2,2,6,834,3,0,5,1,1996.0,2398,1,0,5,2,0,11787,4,95.0,0,288,0,7,15,60,4,7,2,0,1,1,4,0,1,8,1379,239,1996,1997,1,12.662709207270272
1266,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,453,2,3,5,1,2005.0,1266,0,0,2,2,0,7500,4,62.0,3,0,0,3,21,144,4,7,2,0,1,1,4,0,1,6,1257,38,2005,2005,0,12.07824495582233
928,0,0,3,377,0,5,0,0,2,1,2,2,0,156,3,0,1,1,6,252,1,3,5,1,1956.0,928,0,4,2,3,0,13300,4,70.0,3,0,0,5,12,0,6,5,2,0,1,3,4,0,1,4,928,261,1956,2000,1,11.790564777297387
1476,0,0,0,1330,0,2,1,0,0,1,2,2,0,0,2,1,2,2,6,858,3,0,5,1,2008.0,2713,1,0,5,0,0,14948,4,67.0,0,176,0,10,16,66,4,9,2,0,1,3,5,0,1,11,1452,126,2008,2008,2,13.008661502470739
605,0,0,2,348,0,0,1,0,4,1,2,2,0,144,3,0,0,1,6,0,0,1,3,6,0.0,605,0,0,2,3,0,9098,4,58.0,0,0,0,6,7,0,6,4,0,0,1,1,4,0,1,5,528,0,1920,2002,1,11.362114203075018
2515,0,0,3,1219,0,5,1,0,4,1,2,2,0,200,5,2,2,3,0,484,2,2,5,1,1975.0,2515,0,4,2,3,0,32668,1,74.0,0,0,0,2,6,0,2,6,2,0,1,3,2,0,1,9,2035,0,1957,1975,1,12.209192772866418
1509,0,0,0,783,0,2,1,0,2,1,2,2,0,0,1,1,1,2,6,600,2,2,5,1,1988.0,1509,0,0,7,2,0,10200,4,85.0,3,143,0,7,23,0,4,6,2,0,1,1,0,0,1,5,1461,224,1988,1989,2,12.07254696717504
751,0,0,2,0,0,6,0,0,1,1,8,1,0,84,3,0,0,2,6,502,2,0,5,5,1920.0,1362,0,0,5,3,0,6155,3,60.0,0,0,0,5,3,0,7,6,2,0,1,1,4,0,1,6,611,0,1920,1999,2,11.759793355371237
827,0,0,4,0,0,4,0,0,3,1,2,2,0,0,4,1,3,1,4,392,1,3,5,5,1967.0,827,0,0,2,3,0,7200,4,60.0,3,0,0,3,12,0,6,5,2,0,1,1,4,0,1,5,0,0,1955,2007,4,11.58525542883217
334,0,0,4,0,0,4,0,0,3,0,2,2,0,0,3,0,3,1,6,0,0,1,3,6,0.0,334,0,1,2,1,1,5000,4,50.0,3,0,0,0,3,0,2,1,0,0,1,1,4,0,1,2,0,0,1946,1950,1,10.579005242826247
707,0,0,0,0,0,6,0,0,0,1,2,2,0,0,2,1,2,2,6,403,2,0,5,1,2004.0,1414,1,0,5,2,0,9056,4,74.0,0,0,0,9,8,35,4,8,2,0,1,1,4,0,1,6,707,100,2004,2004,0,12.08954444723597
820,0,1,1,969,0,2,1,0,2,1,2,2,0,148,3,0,1,1,6,0,0,1,3,6,0.0,1347,0,4,5,3,0,7000,4,70.0,3,0,0,0,7,0,6,5,0,0,1,1,4,0,1,5,1117,85,1910,1991,2,11.58525542883217
880,0,0,0,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,527,2,0,5,1,1998.0,1724,1,0,5,2,0,8924,1,57.0,0,0,0,6,5,155,4,7,2,0,1,1,4,0,1,8,880,120,1998,1999,2,12.144202560946876
864,0,0,3,600,0,1,0,0,4,1,2,2,0,0,3,0,1,1,6,576,2,3,5,5,1980.0,864,0,4,2,3,0,12735,2,73.0,0,0,0,3,12,0,4,4,2,0,1,3,4,0,1,5,864,216,1972,1972,2,11.619544188752133
1159,0,0,3,673,0,1,0,0,4,1,2,2,0,0,1,1,1,1,6,336,1,3,5,1,1968.0,1159,1,4,2,3,0,11553,4,71.0,0,124,0,6,19,0,4,5,2,0,1,3,4,0,1,7,1051,466,1968,1968,0,11.970356641102999
1601,0,0,0,1358,0,2,1,0,2,1,2,2,0,0,5,1,2,2,6,670,2,2,5,1,2001.0,1601,0,0,2,2,0,11423,4,70.0,3,268,2000,4,5,0,4,8,2,0,1,1,4,0,1,6,1581,180,2001,2002,4,12.513561021741964
1838,0,0,0,1260,0,2,1,0,0,1,2,2,0,0,2,1,2,2,6,765,3,0,5,1,2006.0,1838,0,0,2,0,0,14601,4,85.0,3,287,0,2,23,68,4,9,2,0,1,3,4,0,1,8,1838,270,2006,2006,3,12.660331092405906
997,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,648,3,0,5,3,2000.0,2285,1,0,5,2,0,11000,2,91.0,3,37,0,5,15,56,4,8,2,0,1,1,4,0,1,8,969,0,2000,2000,1,12.421188057397055
1680,0,0,3,144,1127,3,1,0,0,1,6,2,0,0,5,1,2,2,0,583,2,0,5,1,1998.0,1680,0,0,2,2,0,10140,4,78.0,3,0,0,5,14,73,4,7,2,0,1,3,4,0,1,7,1650,78,1998,1999,3,12.270225154674701
767,0,4,0,584,139,2,1,0,2,1,2,2,0,0,3,0,2,1,6,367,1,0,5,1,1998.0,767,0,0,6,3,0,4058,4,34.0,3,120,0,5,12,40,4,7,2,0,1,1,4,0,1,4,723,120,1998,1998,1,11.798111925972618
664,0,0,0,554,0,2,1,0,2,1,2,2,0,0,2,1,2,2,6,426,2,2,5,1,2006.0,1496,1,0,5,2,0,17104,4,58.0,0,0,0,8,8,24,4,7,2,0,1,1,5,0,1,7,654,100,2006,2006,0,12.098854850641
1377,0,0,3,1002,202,2,0,0,2,1,2,2,0,0,3,0,2,2,6,786,3,3,5,1,1988.0,2183,1,2,0,2,0,13837,0,80.0,0,118,0,1,14,0,4,7,2,0,1,1,4,0,1,9,1204,0,1988,1988,0,12.34148164933907
915,144,0,3,300,0,5,0,0,2,1,2,2,0,0,2,1,0,1,6,440,2,3,5,5,1950.0,1635,1,0,0,3,0,8737,4,70.0,0,0,0,4,3,38,6,6,2,0,1,1,4,0,1,6,1065,0,1923,1950,1,12.25486757159303
768,0,0,0,619,0,0,1,0,2,1,2,2,0,0,3,0,1,1,6,624,2,3,5,5,1987.0,768,0,0,6,3,0,7244,4,54.0,3,0,0,3,11,0,6,5,2,0,1,1,4,0,1,5,768,104,1970,1970,1,11.771443882099637
825,0,0,3,180,645,3,1,0,4,1,1,7,0,0,3,0,1,1,6,720,2,2,5,5,1963.0,825,0,4,2,3,0,8235,4,49.0,0,0,0,5,17,50,6,5,2,0,1,1,4,0,1,4,825,140,1955,1995,2,11.736077016252437
912,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,615,2,0,5,3,2003.0,2094,1,0,5,2,0,9375,4,75.0,3,0,0,10,21,182,4,7,2,0,1,1,4,0,1,8,912,182,2003,2004,3,12.479913113434042
1069,0,4,3,559,0,0,0,0,2,1,2,2,0,0,3,0,1,2,6,440,2,2,5,1,1977.0,1069,0,4,2,3,0,4043,4,53.0,3,0,0,9,13,55,5,6,2,0,1,1,0,200,1,4,1069,0,1977,1977,2,11.849404844423074
928,0,0,3,308,0,5,0,0,4,1,2,2,0,0,3,0,1,1,6,288,1,0,5,1,1957.0,928,0,2,2,3,0,6000,4,50.0,3,0,0,5,17,0,5,5,2,0,1,3,4,0,1,5,928,0,1957,1957,2,11.630717389475995
1717,0,0,0,0,0,6,0,0,0,1,2,2,0,0,2,1,2,2,6,908,3,2,5,1,2006.0,1717,0,0,2,2,0,11146,4,87.0,0,164,0,6,16,39,4,8,2,0,1,1,4,0,1,7,1709,169,2006,2006,3,12.450981602512561
1126,0,0,4,0,0,4,0,0,3,1,1,2,0,0,3,0,1,2,6,520,2,0,5,5,2002.0,1126,0,0,2,2,0,8777,4,67.0,3,0,0,4,7,96,4,4,0,0,1,1,4,0,1,5,0,0,1949,2003,3,11.58989576532275
1006,0,0,3,866,0,2,1,0,2,1,2,2,0,0,2,1,2,2,6,871,3,2,5,3,2003.0,2046,1,0,5,2,0,10625,4,85.0,3,191,0,7,16,62,4,7,2,0,1,1,4,0,1,8,998,320,2003,2004,2,12.556733038263905
1048,0,0,3,0,0,6,0,0,4,1,2,2,0,116,2,1,0,1,6,280,1,3,5,5,1922.0,1048,0,4,1,3,0,6380,4,58.0,3,0,0,7,3,0,5,5,2,0,1,1,4,0,1,5,993,0,1922,1950,0,11.635151947212842
1092,0,0,3,895,0,5,1,0,4,1,2,2,0,0,5,1,1,1,6,299,1,0,5,1,1957.0,1092,0,4,2,3,0,14850,4,69.0,0,0,0,4,12,0,4,5,2,0,1,1,4,122,1,6,1092,268,1957,1957,0,11.856522261533737
897,0,0,3,637,0,5,0,0,4,1,2,2,0,120,3,0,1,1,6,570,1,3,5,4,1994.0,1336,1,2,0,3,1,11040,4,60.0,3,0,0,8,9,47,5,4,2,0,1,1,4,0,1,7,637,0,1920,1950,0,11.58989576532275
729,0,0,1,604,0,2,0,1,2,1,2,2,0,0,5,1,2,2,6,406,2,3,5,1,1996.0,1446,1,0,5,3,0,21872,2,57.0,1,0,0,7,8,22,4,7,2,0,1,1,4,0,1,6,729,264,1996,1997,2,12.07254696717504
1557,0,4,1,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,420,2,0,5,1,2003.0,1557,0,0,2,2,0,3196,4,43.0,3,5,0,9,0,20,4,7,2,0,1,1,4,0,1,7,1374,143,2003,2004,0,12.36308066783498
1392,0,0,3,1302,0,0,1,0,2,1,2,2,0,0,2,1,1,1,4,528,2,3,5,5,1957.0,1392,1,4,2,3,0,11341,4,71.0,0,119,0,4,19,0,5,5,2,0,1,3,4,95,1,5,1392,0,1957,1996,4,11.707677772181546
1389,0,0,0,1071,123,0,1,0,2,1,2,2,0,0,5,1,1,1,6,418,2,2,5,1,1975.0,1389,0,2,2,3,1,10010,4,77.0,3,0,0,3,11,38,4,5,2,0,1,1,4,0,1,6,1389,240,1974,1975,0,12.04355959836804
996,0,0,3,290,0,1,1,0,4,1,2,2,0,0,2,1,1,1,6,0,0,1,3,6,0.0,996,0,0,2,3,0,13907,4,63.0,3,0,0,6,7,0,5,5,2,0,1,1,4,0,1,6,996,144,1940,1969,2,11.58989576532275
1163,0,0,2,0,0,6,0,0,2,1,2,2,0,0,2,1,0,2,6,396,2,0,5,5,1955.0,1674,0,0,0,3,0,21780,4,66.0,3,0,0,6,7,36,6,6,0,0,1,1,4,144,1,8,1163,72,1918,1950,2,12.128116509451258
1166,0,0,3,728,0,2,1,0,2,1,2,2,0,0,5,1,2,2,6,590,2,2,5,1,1992.0,2295,1,0,5,2,0,13346,1,91.0,0,0,0,6,15,40,4,7,2,0,1,1,4,0,1,9,1095,0,1992,2000,0,12.498745990829315
841,0,0,3,0,0,6,1,0,2,0,2,2,0,136,3,0,2,1,6,216,1,3,5,5,1920.0,1647,1,4,5,1,0,6858,0,66.0,3,0,0,4,18,66,3,6,2,0,1,1,4,0,1,6,806,0,1915,1950,4,11.759793355371237
1134,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,656,3,0,5,3,2005.0,2504,1,0,5,0,0,11198,4,77.0,0,160,0,5,22,39,4,9,2,0,1,3,4,0,1,11,1122,144,2005,2007,2,12.691583538230217
1535,0,0,3,2,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,532,2,2,5,1,2004.0,1535,0,0,2,2,0,10171,4,70.0,0,110,0,2,16,0,4,7,2,0,1,1,4,0,1,7,1517,0,2004,2004,4,12.273735966890268
1496,0,0,1,1441,0,2,1,0,2,1,2,2,0,0,2,1,1,1,3,612,2,0,2,3,1983.0,2132,1,0,0,2,1,12327,4,79.0,0,0,0,8,20,40,7,8,2,0,1,1,4,0,1,5,1496,349,1983,2009,3,12.665397584983758
943,0,2,1,943,0,2,1,0,2,1,2,2,0,0,5,2,1,1,6,600,2,3,5,5,1979.0,943,0,4,6,3,0,7032,0,73.0,0,0,0,11,12,0,4,5,2,0,1,1,4,0,1,4,943,42,1979,1979,0,11.820123358887447
1728,0,2,3,231,0,3,0,0,4,1,2,2,0,0,3,0,1,2,6,576,2,3,5,5,1987.0,1728,0,4,2,3,0,13101,4,74.0,0,63,0,10,12,0,4,5,2,0,1,1,4,0,1,10,1728,0,1965,1965,2,11.867805799560465
864,0,0,3,414,0,1,1,0,4,1,2,2,0,0,3,0,1,1,6,288,1,3,5,1,1959.0,864,0,0,2,2,0,7332,4,60.0,3,135,0,9,12,0,5,6,2,0,1,1,0,0,1,4,864,168,1959,1959,0,11.695255355062795
846,0,0,0,0,0,6,0,0,0,1,2,2,0,0,3,0,2,2,6,650,2,2,5,1,2009.0,1692,1,2,5,2,0,13159,0,83.0,0,0,0,6,23,114,4,7,2,0,1,1,5,0,1,6,846,208,2009,2009,3,12.32163544049751
774,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,400,2,2,5,3,2000.0,1430,1,0,7,3,0,9967,4,76.0,0,0,0,11,8,0,4,7,2,0,1,1,4,0,1,8,384,100,2000,2000,1,12.04355959836804
576,0,0,0,349,0,0,0,1,4,1,2,2,0,0,3,0,1,1,6,288,1,3,5,3,1971.0,1109,0,4,7,3,0,10500,2,70.0,3,43,0,11,12,0,6,5,2,0,1,2,4,0,1,5,372,35,1971,2005,1,11.842236406331555
832,0,0,3,442,0,5,0,0,4,1,2,2,0,102,3,0,1,1,6,336,1,3,5,5,1947.0,1216,0,4,0,3,0,8480,4,80.0,3,0,0,9,12,0,4,5,2,0,1,1,0,0,1,6,832,158,1947,1950,2,11.682676678340282
